,texas_root,web_root
381,dhei̯ə- : dhi̯ā- : dhī-,"dhei̯ə-
: dhi̯ā-
: dhī-, dhei̯ə- : dhi̯ā- : dhī-"
382,dhēigu̯- : dhōigu̯- : dhīgu̯-,"dhēigʷ-
: dhōigʷ- : dhīgʷ-, dhēigʷ- : dhōigʷ- : dhīgʷ-"
383,dheig̑h-,"dheiĝh-, dheiĝh-"
384,"1. dhel-, dholo-","dhel-1,
dholo-, dhel-1, dholo-"
385,2. dhel-,"dhel-2, dhel-2"
386,3. dhel-,"dhel-3, dhel-3"
387,dhelbh-,"dhelbh-, dhelbh-"
388,dhelg-,"dhelg-, dhelg-"
389,"dhelgh-, dhelg-","dhelgh-,
dhelg- (?), dhelgh-, dhelg- (?)"
390,"dhem-, dhemə-","dhem-,
dhemə-, dhem-, dhemə-"
391,"dhembh-, dhm̥bh-","(dhembh-),
dhm̥bh-., (dhembh-), dhm̥bh-"
392,1. dhen-,"dhen-1, dhen-1"
393,2. dhen-,"dhen-2, dhen-2"
394,3. dhen-,"dhen-3, dhen-3"
395,1. dhengh-,"dhengh-1, dhengh-1"
396,2. dhengh-,"dhengh-2, dhengh-2"
397,"1. dher-, dherə-","dher-1,
dherə-, dher-1, dherə-"
398,"2. dher-, dherə-","dher-2,
dherə-, dher-2, dherə-"
399,"3. dher-, dhereu-, dhrē̆n-","dher-3,
dhereu-, dhrē̆n-, dher-3, dhereu-, dhrē̆n-"
400,4. dher- : dhor- : dher-,"(dher-4:)
dhor- : dher-, (dher-4:) dhor- : dh↓↓e↓↓r-"
401,"5. dher-, dhrei-d-","dher-5,
dhrei-d-, dher-5, dhrei-d-"
402,dherāgh-,"dherāgh-, dherāgh-"
403,"dherbh-, dherəbh-?","dherbh-
(dherəbh-?)., dherbh- (dherəbh-?)"
404,dherebh-,"dherebh-, dherebh-"
405,dheregh-,"dheregh-, dheregh-"
406,"dhereg̑h-, dhr̥g̑h-nā-","dhereĝh-
(dhr̥ĝh-nā-), dhereĝh- (dhr̥ĝh-nā-)"
407,dhers-,"dhers-, dhers-"
408,"dhēs-, dhəs-","dhēs-,
dhəs-, dhēs-, dhəs-"
409,1. dheu-,"dheu-1, dheu-1"
410,"2. dheu-, dhu̯-ēi-","dheu-2,
dhu̯-ēi-, dheu-2, dhu̯-ēi-"
411,3. dheu-,"dheu-3, dheu-3"
412,"4. dheu-, dheu̯ə-, presumably dhu̯ē-, compare suffixes dhu̯ē-k-, dhu̯ē̆-s-","dheu-4,
dheu̯ə- (vermutlich: dhu̯ē-, vgl. die Erw. dhu̯ē-k-, dhu̯ē̆-s-), dheu-4, dheu̯ə- (vermutlich: dhu̯ē-, vgl. die Erw. dhu̯ē-k-, dhu̯ē̆-s-)"
413,"dheu-b-, dheu-p-","dheu-b-,
dheu-p-, dheu-b-, dheu-p-"
414,"dheubh-, dhubh-","dheubh-,
dhubh-, dheubh-, dhubh-"
415,"dheu̯es-, dhu̯ē̆s-, dheus-, dhū̆s-","dheu̯es-,
dhu̯ē̆s-,
dheus-,
dhū̆s-, dheu̯es-, dhu̯ē̆s-, dheus-, dhū̆s-"
416,dheugh-,"dheugh-, dheugh-"
417,"dhlas-, or dhels- : dhl̥s-","dhlas-
oder dhelB- (: dhl̥s-), dhlas- oder dhelB- (: dhl̥s-)"
418,dhl̥gh-,"dhl̥gh-, dhl̥gh-"
419,dhō-,"dhō-, dhō-"
420,dhō[u]- : dhū-,"dhō[u]-
: dhū-., dhō[u]- : dhū-"
421,dhrebh-,"dhrebh-, dhrebh-"
422,dhreg̑-,"dhreĝ-, dhreĝ-"
423,1. dhregh-,"dhregh-1, dhregh-1"
424,2. dhregh-,"dhregh-2, dhregh-2"
425,dhreibh-,"dhreibh-, dhreibh-"
426,dhreu-,"dhreu-, dhreu-"
427,1. dhreugh-,"dhreugh-1, dhreugh-1"
428,2. dhreugh-,"dhreugh-2, dhreugh-2"
429,"dhrigh-, or dhreikh-","dhrigh-
(oder dhreikh-)., dhrigh- (oder dhreikh-)"
430,dhrono-,"dhrono-, dhrono-"
431,dhug(h)əter-,"dhug(h)əter-, dhug(h)əter-"
432,"dhu̯en-, dhun-","dhu̯en-,
dhun-, dhu̯en-, dhun-"
433,"dhu̯er-, dhu̯erə-","dhu̯er-,
dhu̯erə-, dhu̯er-, dhu̯erə-"
434,"dhu̯ē̆r-, dhu̯ō̆r-, dhur-, dhu̯r̥-","dhu̯ē̆r-,
dhu̯ō̆r-, dhur-, dhu̯r̥-, dhu̯ē̆r-, dhu̯ō̆r-, dhur-, dhu̯r̥-"
435,dhu̯ergh- : drugh-,"dhu̯ergh-
: drugh-., dhu̯ergh- : drugh-"
436,"1. ē̆, ō̆","ē̆
1, ō̆, ē̆ 1, ō̆"
437,"2. ē, ō","ē
2, ō, ē 2, ō"
438,"3. e-, ei-, i-, fem. ī-","e-3,
ei-, i-, fem. ī-, e-3, ei-, i-, fem. ī-"
439,ebhi? : obhi : bhi,"(ebhi?)
: obhi : bhi, (ebhi?) : obhi : bhi"
440,ed-,"ed-, ed-"
441,1. edh-,"edh-, edh-"
442,2. edh-,"edh-2, edh-2"
443,eg-,"eg-, eg-"
444,"ēg̑-, ōg̑-, əg̑-","ēĝ-,
ōĝ-, əĝ-, ēĝ-, ōĝ-, əĝ-"
445,"eg̑-, eg̑(h)om, eg̑ō","eĝ-,
eĝ(h)om, eĝō, eĝ-, eĝ(h)om, eĝō"
446,eg̑hero-,"eĝhero-, eĝhero-"
447,eg̑hi-,"eĝhi-, eĝhi-"
448,"eg̑hs, eg̑hz","eĝhs
(eĝhz), eĝhs (eĝhz)"
449,egnis : ognis,"egnis
: ognis, egnis : ognis"
450,"ehem, eheu, eho","ehem,
eheu, eho, ehem, eheu, eho"
451,1. ei-,"ei-, ei-"
452,2. ē̆i,"ē̆i
2, ē̆i 2"
453,3. ei-,"ei-3, ei-3"
454,4. ei- : oi-,"ei-4
: oi-, ei-4 : oi-"
455,"eibh- : oibh-, i̯ebh-","eibh-
(: oibh-), i̯ebh-, eibh- (: oibh-), i̯ebh-"
456,"eig-, oig-","eig-,
oig-, eig-, oig-"
457,ēik-,"ēik-, ēik-"
458,1. eis-,"eis-1, eis-1"
459,"2. ei-s-, ei-n-","ei-s-2,
ei-n-, ei-s-2, ei-n-"
460,ek̑u̯o-s,"ek̂u̯o-s, ek̂u̯o-s"
461,"1. el-, ol-, el-","el-1,
ol-, el-, el-1, ol-, ↓↓e↓↓l-"
462,2. el-,"el-2, el-2"
463,3. el- : ol-,"el-3
: ol-, el-3 : ol-"
464,"4. el-, ol-","el-4,
ol-, el-4, ol-"
465,"5. el-, ol-","el-5,
ol-, el-5, ol-"
466,"6. el-, elə- : lā-, el-eu-(dh-)","el-6, elə-
: lā-; el-eu-(dh-), el-6, elə- : lā-; el-eu-(dh-)"
467,"7. el-, elə-, with k-suffix elk-, elək-","el-7,
elə-, mit -k-Erweiterung elk-, elək-, el-7, elə-, mit -k-Erweiterung elk-, elək-"
468,"8. el-, elē̆i-, lē̆i-, olī̆nā","el-8,
elē̆i-, lē̆i-, el-8, elē̆i-, lē̆i-"
469,ēl-,"ēl-, ēl-"
470,ēlā,"ēlā, ēlā"
471,elg-,"elg-, elg-"
472,"elk-, elək-","elk-,
elək-, elk-, elək-"
473,elkos-,"elkos-, elkos-"
474,em-,"em-,
em-, em-, ↓↓e↓↓m-"
475,"embhi-, empi-","embhi-,
empi-, embhi-, empi-"
476,1. en,"en1, en1"
477,2. en-,"en-2, en-2"
478,ēn,"ēn, ēn"
479,"1. enebh-, embh-, ombh-, nō̆bh-, nēbh-?, m̥bh-","(enebh-1),
embh-, ombh-, nō̆bh- (nēbh-?), m̥bh-, (enebh-1), embh-, ombh-, nō̆bh- (nēbh-?), m̥bh-"
480,"2. enebh- : nebh-, embh-, m̥bh-","(enebh-2):
nebh-, embh-, m̥bh-, (enebh-2): nebh-, embh-, m̥bh-"
481,"enek̑-, nek̑-, enk̑-, n̥k̑-","enek̂-,
nek̂-, enk̂-, n̥k̂-, enek̂-, nek̂-, enk̂-, n̥k̂-"
482,"ē̆neu, ē̆nu","ē̆neu,
ē̆nu, ē̆neu, ē̆nu"
483,"e-neu̯en, neu̯n̥, enu̯n̥","e-neu̯en,
neu̯n̥, enu̯n̥, e-neu̯en, neu̯n̥, enu̯n̥"
484,"engu̯-, n̥gu̯ḗn","engʷ-,
n̥gʷḗn, engʷ-, n̥gʷḗn"
485,"eno-, possibly e-no- : ono- : no- : -ne-","eno-
(wohl e-no-): ono- : no- : -ne-, eno- (wohl e-no-): ono- : no- : -ne-"
486,"en(o)mn̥-, (o)nomn̥, nōmn̥","en(o)mn̥-,
(o)nomn̥, nōmn̥, en(o)mn̥-, (o)nomn̥, nōmn̥"
487,"enos-, or onos-","enos-
oder onos-, enos- oder onos-"
488,"enq-, onq-","enq-,
onq-, enq-, onq-"
489,"ent-, better ant-?","ent-
(besser ant-?), ent- (besser ant-?)"
490,epero-,"epero-, epero-"
491,"epi, opi, pi","epi,
opi, pi, epi, opi, pi"
492,ēpi-,"ēpi-, ēpi-"
493,"epop, opop","epop,
opop, epop, opop"
494,eph-,"eph-, eph-"
495,"1. er-, or-","er-1,
or-, er-1, or-"
496,"2. er-, eri-","er-2,
eri-, er-2, eri-"
497,3. er- : or- : r-,"er-3
: or- : r-, er-3 : or- : r-"
498,"4. er-, er-t-, er-u̯-","er-4
(er-t-, er-u̯-), er-4 (er-t-, er-u̯-)"
499,"5. er-, erə-, thematic (e)r-ĕ-","er-5,
erə-, thematisch (e)r-ĕ-, er-5, erə-, thematisch (e)r-ĕ-"
500,"ereb-, orob-, rōb-","ereb-,
orob-, rōb-., ereb-, orob-, rōb-"
501,"ē̆reb(h)-, ō̆rob(h)-","ē̆reb(h)-,
ō̆rob(h)-, ē̆reb(h)-, ō̆rob(h)-"
502,ered-,"ered-, ered-"
503,"eregu̯(h)o-, erogu̯(h)o-","eregʷ(h)o-,
erogʷ(h)o-, eregʷ(h)o-, erogʷ(h)o-"
504,"1. erek-, er[e]gh-","erek-1
(er[e]gh-), erek-1 (er[e]gh-)"
505,"2. er(e)k-, rek-, rok-","er(e)k-2,
rek-, rok-, er(e)k-2, rek-, rok-"
506,1. eres-,"eres-1, eres-1"
507,"2. ere-s-, ers-, r̥s-, eres-, and rē̆s-, rō̆s-","ere-s-2
(ers-, r̥s-, eres-), und rē̆s-, rō̆s-, ere-s-2 (↓↓e↓↓rs-, r̥s-, ↓↓e↓↓res-), und rē̆s-, rō̆s-"
508,1. ereu-,"ereu-1, ereu-1"
509,2. ereu-,"ereu-2, ereu-2"
510,"1. erə-, rē-, er(e)-","erə-1, rē-,
er(e)-, erə-1, rē-, er(e)-"
511,"2. erə-, rē-","erə-2,
rē-, erə-2, rē-"
512,"er(ə)d-, (er(ə)d-), er(ə)dh-","er(ə)d-
(er/ə/d-),
er(ə)dh-, er(ə)d- (↓↓e↓↓r/ə/d-), er(ə)dh-"
513,ergh-,"ergh-, ergh-"
514,erku̯-,"erkʷ-, erkʷ-"
515,ers- : orsos,"ers-
: orsos, ers- : orsos"
516,es-,"es-, es-"
517,esu-s : su-,"esu-s
(: su-), esu-s (: su-)"
518,ē̆s-,"ē̆s-, ē̆s-"
519,"es-en-, os-en-","es-en-, os-en-,
-er-, es-en-, os-en-, -er-"
520,"ē̆s-r̥(gu̯), genitive es-n-és","ē̆s-r̥(gʷ),
Gen. es-n-és, ē̆s-r̥(gʷ), Gen. ↓↓e↓↓s-n-és"
521,et(e)n-,"et(e)n-, et(e)n-"
522,ēter-,"ēter-, ēter-"
523,eti,"eti, eti"
524,ētī-,"ētī-, ētī-"
525,ēt-mén-,"ēt-mén-, ēt-mén-"
526,ētro-,"ētro-, ētro-"
527,"1. eu-, euə- : u̯ā-, u̯ə-","eu-1,
euə- : u̯ā-, u̯ə-, eu-1, euə- : u̯ā-, u̯ə-"
528,2. eu-,"eu-2, eu-2"
529,3. eu-,"eu-3,
mit Präsensformans -et- : u̯et-, ut-, eu-3, mit Präsensformans -et- : u̯et-, ut-"
530,4. eu-,"eu-4, eu-4"
531,"ēudh-, ōudh-, ūdh-","ēudh-,
ōudh-, ūdh-, ēudh-, ōudh-, ūdh-"
532,euk-,"euk-, euk-"
533,eus-,"eus-, eus-"
534,eu̯egu̯h-,"eu̯egʷh-, eu̯egʷh-"
535,g̑ā̆b-,"ĝā̆b-, ĝā̆b-"
536,"gag-, gōg-","gag-,
gōg-, gag-, gōg-"
537,1. gal-,"gal-1, gal-1"
538,2. gal-,"gal-2, gal-2"
539,"3. gal-, or ghal-","gal-3
oder ghal-, gal-3 oder ghal-"
540,gan(dh)-,"gan(dh)-, gan(dh)-"
541,gang-,"gang-, gang-"
542,g̑ā̆r-,"ĝā̆r-, ĝā̆r-"
543,garəg̑-,"garəĝ-, garəĝ-"
544,gāu-,"gāu-, gāu-"
545,g̑ebh-,"ĝebh-, ĝebh-"
546,"g̑egh-, g̑ogh-","ĝegh-,
ĝogh-, ĝegh-, ĝogh-"
547,gei-,"gei-, gei-"
548,gē(i)- : gō(i)- : gī-,"gē(i)-
: gō(i)- : gī-, gē(i)- : gō(i)- : gī-"
549,"g̑ēi-, g̑ī-","ĝēi-
: ĝī-, ĝēi- : ĝī-"
550,geid-,"geid-, geid-"
551,g̑eid-,"ĝeid-, ĝeid-"
552,geig̑-,"geiĝ-, geiĝ-"
553,g̑eis-,"ĝeis-, ĝeis-"
554,1. gel-,"gel-1, gel-1"
555,"2. gel-, and gu̯el-","gel-2
und gʷel-, gel-2 und gʷel-"
556,3. gel(ə)-,"gel(ə)-3, gel(ə)-3"
557,"g̑el-, g̑elə-, g̑lē-, also *gelēi- : g̑(e)ləi-","ĝel-,
ĝelə-, ĝlē-, (auch *gelēi- :) ĝ(e)ləi-, ĝel-, ĝelə-, ĝlē-, (auch *gelēi- :) ĝ(e)ləi-"
558,gelebh-,"gelebh-, gelebh-"
559,"geli-, glī-","geli-,
glī-, g↓↓e↓↓li-, glī-"
560,g̑(e)lōu̯-,"ĝ(e)lōu̯-, ĝ(↓↓e↓↓)lōu̯-"
561,gem-,"gem-, gem-"
562,"g̑embh-, g̑m̥bh-, g̑ombhos","ĝembh-,
ĝm̥bh-, ĝembh-, ĝm̥bh-"
563,g̑em(e)-,"ĝem(e)-, ĝem(e)-"
564,gen-,"gen-, gen-"
565,"1. g̑en-, g̑enə-, g̑nē-, g̑nō-","ĝen-1,
ĝenə-, ĝnē-, ĝnō-, ĝen-1, ĝenə-, ĝnē-, ĝnō-"
566,"2. g̑en-, g̑enə-, g̑nē-, g̑nō-","ĝen-2,
ĝenə-, ĝnē-, ĝnō-, ĝen-2, ĝenə-, ĝnē-, ĝnō-"
567,"genebh-, genobh-","genebh-,
genobh-, genebh-, genobh-"
568,"geng-, gong-","geng-,
gong-, geng-, gong-"
569,gengh-,"gengh-, gengh-"
570,"1. g̑enu-, g̑neu-","ĝenu-1,
ĝneu-., ĝenu-1, ĝneu-"
571,"2. g̑enu-, fem., g̑enədh- : g̑onədh-","ĝenu-2
f. und (ĝenədh- :) ĝonədh-, ĝenu-2 f. und (ĝenədh- :) ĝonədh-"
572,"g̑ep(h)-, g̑ebh-","ĝep(h)-,
ĝebh-., ĝep(h)-, ĝebh-"
573,"1. ger-, gere-","ger-1,
gere-, ger-1, gere-"
574,2. ger-,"ger-2, ger-2"
575,3. ger-,"ger-3, ger-3"
576,"4. ger-, grēi-","ger-4,
grēi-, ger-4, grēi-"
577,"g̑er-, g̑erə-, g̑rē-","ĝer-,
ĝerə-, ĝrē-, ĝer-, ĝerə-, ĝrē-"
578,gerebh-,"gerebh-, gerebh-"
579,g̑ers-,"ĝers-, ĝers-"
580,"gēu-, gəu-, gū-","gēu-,
gəu-, gū-, gēu-, gəu-, gū-"
581,"g̑eu-, g̑eu̯ə-, also geu̯ə-","ĝeu-,
ĝeu̯ə-
(daneben
geu̯ə-), ĝeu-, ĝeu̯ə- (daneben geu̯ə-)"
582,g(e)u-lo-,"g(e)u-lo-, g(e)u-lo-"
583,g̑eus-,"ĝeus-, ĝeus-"
584,"g(i̯)eu-, g̑(i̯)eu-","g(i̯)eu-,
ĝ(i̯)eu-, g(i̯)eu-, ĝ(i̯)eu-"
585,"glag-, or glak-","glag-
oder glak-, glag- oder glak-"
586,gleg̑-,"gleĝ-, gleĝ-"
587,g̑lei-,"ĝlei-, ĝlei-"
588,gleubh-,"gleubh-, gleubh-"
589,glōgh- : gləgh-,"glōgh-
: gləgh-, glōgh- : gləgh-"
590,"1. gol-, lengthened grade gōl-, reduced grade gol-","gol-1,
dehnstufig gōl-, reduktionsst. gol-, gol-1, dehnstufig gōl-, reduktionsst. g↓↓o↓↓l-"
591,2. gol-,"gol-2, gol-2"
592,"gō̆u-, gou̯ə-, gū-","gō̆u-,
gou̯ə-, gū-, gō̆u-, gou̯ə-, gū-"
593,"gou̯ə-, or gau̯ə-? : gū-","gou̯ə-
(oder gau̯ə-?:) gū-, gou̯ə- (oder gau̯ə-?:) gū-"
594,gras- : grō̆s-,"gras-
: grō̆s-., gras- : grō̆s-"
595,grēb(h)o-s : grōb(h)o-s,"grēb(h)o-s
: grōb(h)o-s, grēb(h)o-s : grōb(h)o-s"
596,gred- : grod-,"gred-
: grod-, gred- : grod-"
597,grem-,"grem-, grem-"
598,1. greus-,"greus-1, greus-1"
599,2. greus-,"greus-2, greus-2"
600,greut-,"greut-, greut-"
601,"grōd-, grəd-","grōd-,
grəd-, grōd-, grəd-"
602,gru-,"gru-, gru-"
603,"gha gha, ghe ghe, ghi ghi","gha
gha, ghe ghe, ghi ghi, gha gha, ghe ghe, ghi ghi"
604,ghabh-,"ghabh-, ghabh-"
605,"ghabh(o)lo-, masc., ghabh(o)lā fem.","ghabh(o)lo-,
-lā, ghabh(o)lo-, -lā"
606,g̑hāgu̯h-,"ĝhāgʷh-, ĝhāgʷh-"
607,"ghaido-, or g̑haido-","ghaido-
oder ĝhaido-, ghaido- oder ĝhaido-"
608,ghais-,"ghais-, ghais-"
609,"g̑haiso-, or g̑həiso- : g̑hēiso-","ĝhaiso-
(oder ĝhəiso- : ĝhēiso-), ĝhaiso- (oder ĝhəiso- : ĝhēiso-)"
610,ghait-ā,"ghait-ā,
-es-, ghait-ā, -es-"
611,"g̑hal-, g̑hal-ar-","ĝhal-,
ĝhal-ar-, ĝhal-, ĝhal-ar-"
612,g̑halg(h)-,"ĝhalg(h)-, ĝhalg(h)-"
613,g̑han-,"ĝhan-, ĝhan-"
614,g̑han-s-,"ĝhan-s-, ĝhan-s-"
615,"1. g̑hasto-, g̑hazdho-","ĝhasto-1,
ĝhazdho-, ĝhasto-1, ĝhazdho-"
616,2. g̑hasto-,"ĝhasto-2, ĝhasto-2"
617,"g̑hau-, g̑hau̯ə-","ĝhau-,
ĝhau̯ə-, ĝhau-, ĝhau̯ə-"
618,ghau̯o-,"ghau̯o-, ghau̯o-"
619,"g̑hðem-, g̑hðom-, genitive-ablative g̑h(ð)m-és","ĝhðem-,
ĝhðom-, Gen.-Ablativ ĝh(ð)m-és, ĝhðem-, ĝhðom-, Gen.-Ablativ ĝh(ð)m-és"
620,"g̑hði̯és, zero-grade g̑hðis, simplified to g̑hðés, g̑hi̯és, g̑hés","ĝhði̯és
(schwundst. ĝhðis?), vereinfacht (?) zu ĝhðés, ĝhi̯és, ĝhés, ĝhði̯és (schwundst. ĝhðis?), vereinfacht (?) zu ĝhðés, ĝhi̯és, ĝhés"
621,"g̑hðū-, or g̑hi̯ū-?","ĝhðū-
(oder ĝhi̯ū-?), ĝhðū- (oder ĝhi̯ū-?)"
622,"ghe-, gho-","ghe-,
gho-, ghe-, gho-"
623,"1. g̑hē-, g̑hēi-","ĝhē-1,
ĝhēi-, ĝhē-1, ĝhēi-"
624,"2. g̑hē- : ghə-, and g̑hēi- : g̑hī-","ĝhē-2
: ghə- und ĝhēi- : ĝhī-, ĝhē-2 : ghə- und ĝhēi- : ĝhī-"
625,"ghebh-el-, ghebh-el-, ghebh-elo-","ghebh-el-,
-el-, -lo-, ghebh-el-, -↓↓e↓↓l-, -lo-"
626,ghed-,"ghed-, ghed-"
627,"ghedh-, ghodh-","ghedh-,
ghodh-, ghedh-, ghodh-"
628,ghegh-,"ghegh-, ghegh-"
629,g̑(h)eg̑h-,"ĝ(h)eĝh-, ĝ(h)eĝh-"
630,"1. g̑hei-, g̑hēi-","ĝhei-1,
ĝhēi-, ĝhei-1, ĝhēi-"
631,2. g̑hei- : g̑hi-,"ĝhei-2
: ĝhi-., ĝhei-2 : ĝhi-"
632,gheidh-,"gheidh-, gheidh-"
633,gheig̑h-,"gheiĝh-, gheiĝh-"
634,"gheis-, and g̑heiz-d-","gheis-
und ĝheiz-d-., gheis- und ĝheiz-d-"
635,ghel-,"ghel-, ghel-"
636,"1. g̑hel-, and ghel-?, also as i-, u-, or n-stem; g̑helə-, g̑hlē-, g̑hlō-, g̑hlə-","ĝhel-1
(und ghel-?), auch als i-, u- oder n-Stamm; ĝhelə- : ĝhlē-, ĝhlō- : ĝhlə-, ĝhel-1 (und ghel-?), auch als i-, u- oder n-Stamm; ĝhelə- : ĝhlē-, ĝhlō- : ĝhlə-"
637,2. g̑hel-,"ĝhel-2, ĝhel-2"
638,g̑hēlā,"ĝhēlā, ĝhēlā"
639,gheldh-,"gheidh-, gheidh-"
640,ghel(ē̆)g̑h-,"ghel(ē̆)ĝh-, ghel(ē̆)ĝh-"
641,gheləd-,"gheləd-, gheləd-"
642,ghelg̑h-,"ghelĝh-, ghelĝh-"
643,"ghel-ond-, ghol-n̥d-","ghel-ond-,
ghol-n̥d-, ghel-ond-, ghol-n̥d-"
644,"ghel-ōu-, ghelū-","ghel-ōu-,
ghelū-, ghel-ōu-, ghelū-"
645,"ghel-tō, Germanic and ghel-dhō Slavic","ghel-tō
(germ.) und ghel-dhō (slav.), ghel-tō (germ.) und ghel-dhō (slav.)"
646,ghelunā,"ghelunā, ghelunā"
647,ghen-,"ghen-, ghen-"
648,"ghend-, and ghed-","ghend-
und ghed-, ghend- und ghed-"
649,"ghendh-, ghondh-","ghendh-
(ghondh-), ghendh- (gh↓↓o↓↓ndh-)"
650,g̑hengh-,"ĝhengh-, ĝhengh-"
651,1. gher-,"gher-1, gher-1"
652,2. gher-,"gher-2, gher-2"
653,"3. gher-, ghrē- : ghrō- : ghrə-","gher-3,
ghrē- : ghrō- : ghrə-, gher-3, ghrē- : ghrō- : ghrə-"
654,1. g̑her-,"ĝher-1, ĝher-1"
655,2. g̑her-,"ĝher-2, ĝher-2"
656,"3. g̑her-, and g̑herə-, g̑hrē-","ĝher-3
und ĝherə-, ĝhrē-, ĝher-3 und ĝherə-, ĝhrē-"
657,4. g̑her-,"ĝher-4, ĝher-4"
658,"5. g̑her-, g̑hor-nā","ĝher-5,
ĝhor-nā, ĝher-5, ĝhor-nā"
659,"6. g̑her-, g̑herə- : g̑hrē-?","ĝher-6  (ĝherə-
: ĝhrē-?), ĝher-6  (ĝherə- : ĝhrē-?)"
660,7. g̑her-,"ĝher-7, ĝher-7"
661,"g̑herdh-, and gherdh-","ĝherdh-
und gherdh-., ĝherdh- und gherdh-"
662,"1. ghers-, ghres-","ghers-1,
ghres-, ghers-1, ghres-"
663,2. ghers-,"ghers-2, ghers-2"
664,g̑hers-,"ĝhers-
und z. T. ĝher-, ĝhers- und z. T. ĝher-"
665,gherto-,"gherto-, gherto-"
666,"g̑herzd(h), genitive g̑hr̥zd(h)-es, g̑herzdā","ĝherzd(h),
Gen. ĝhr̥zd(h)-es; ĝherzdā, ĝherzd(h), Gen. ĝhr̥zd(h)-es; ĝherzdā"
667,g̑héslo-,"ĝhéslo-, ĝhéslo-"
668,"g̑hesor-, g̑hesr-","ĝhesor-1,
ĝhesr-, ĝhesor-1, ĝhesr-"
669,g̑hesto-,"ĝhesto-2, ĝhesto-2"
670,1. g̑heu-,"ĝheu-, ĝheu-"
671,"2. g̑heu-, g̑heu-d-","ĝheu-,
ĝheu-d-., ĝheu-, ĝheu-d-"
672,g̑hēu- : g̑hō(u)- : g̑həu-,"ĝhēu-
: ĝhō(u)- : ĝhəu-, ĝhēu- : ĝhō(u)- : ĝhəu-"
673,gheub(h)-,"gheub(h)-, gheub(h)-"
674,"gheug̑h-, ghū̆g̑h-","gheuĝh-,
ghū̆ĝh-, gheuĝh-, ghū̆ĝh-"
675,"gheu̯ei̯ā, g̑heu̯ei̯ā","gheu̯ei̯ā
(ĝheu̯ei̯ā), gheu̯ei̯ā (ĝheu̯ei̯ā)"
676,ghlādh-,"ghlādh-, ghlādh-"
677,g̑hlād-,"ĝhlād-, ĝhlād-"
678,ghleu-,"ghleu-, ghleu-"
679,g̑hō,"ĝhō, ĝhō"
680,ghoilo-s,"ghoilo-s, ghoilo-s"
681,ghom-,"ghom-, ghom-"
682,ghō̆s-,"ghō̆s-, ghō̆s-"
683,ghosti-s,"ghosti-s, ghosti-s"
684,ghou̯(ē)-,"ghou̯(ē)-, ghou̯(ē)-"
685,ghou-ro-s,"ghou-ro-s, ghou-ro-s"
686,ghous-,"ghous-, ghous-"
687,ghrē- : ghrō- : ghrə-,"(ghrē-
:) ghrō- : ghrə-, (ghrē- :) ghrō- : ghrə-"
688,"1. ghrebh-, gherbh-, root extension ghrebhā-","ghrebh-1,
gherbh-; Wurzelweiterung ghrebhā-, ghrebh-1, gherbh-; Wurzelweiterung ghrebhā-"
689,2. ghrebh-,"ghrebh-2, ghrebh-2"
690,ghredh-,"ghredh-, ghredh-"
691,"ghrēi- : ghrəi- : ghrī-, and lit. ghrei-","ghrēi-
: ghrəi- : ghrī- und (lit.) ghrei-, ghrēi- : ghrəi- : ghrī- und (lit.) ghrei-"
692,ghreib-,"ghreib-, ghreib-"
693,1. ghrem-,"ghrem-1, ghrem-1"
694,2. ghrem-,"ghrem-2, ghrem-2"
695,ghren-,"ghren-, ghren-"
696,ghrendh-,"ghrendh-, ghrendh-"
697,1. ghrēu- : ghrəu- : ghrū-,"ghrēu-1
: ghrəu- : ghrū-, ghrēu-1 : ghrəu- : ghrū-"
698,2. ghrēu- : ghrəu- : ghrū-,"ghrēu-2
: ghrəu- : ghrū-, ghrēu-2 : ghrəu- : ghrū-"
699,ghroud-,"ghroud-, ghroud-"
700,"gu̯ā-, gu̯em-","gʷā-,
gʷem-, gʷā-, gʷem-"
701,gu̯ā̆dh-,"gʷā̆dh-, gʷā̆dh-"
702,"1. gu̯ēbh-, or gu̯ābh-?, gu̯əbh-","gʷēbh-1
(oder gʷābh-?), gʷəbh-, gʷēbh-1 (oder gʷābh-?), gʷəbh-"
703,2. gu̯ēb(h)-,"gʷēb(h)-2, gʷēb(h)-2"
704,gu̯edh-,"gʷedh-, gʷedh-"
705,1. gu̯ei-,"gʷei-1, gʷei-1"
706,2. gu̯ei-,"gʷei-2, gʷei-2"
707,"3. gu̯ei̯-, and gu̯ei̯ə-","gʷei̯-3
und gʷei̯ə- : gʷ(i)i̯ē- : gʷ(i)i̯ō- : gʷī-, häufig mit -u- erweitert, gʷei̯-3 und gʷei̯ə- : gʷ(i)i̯ē- : gʷ(i)i̯ō- : gʷī-, häufig mit -u- erweitert"
708,"gu̯ēi-, or gu̯ei̯ə- : gu̯ī-","gʷēi-
(oder gʷei̯ə-): gʷī-, gʷēi- (oder gʷei̯ə-): gʷī-"
709,gu̯eid(h)-,"gʷeid(h)-, gʷeid(h)-"
710,gu̯ei̯ə-,"gʷei̯ə-, gʷei̯ə-"
711,1. gu̯el-,"gʷel-1, gʷel-1"
712,"2. gu̯el-, gu̯elə-, gu̯lē-","gʷel-2,
gʷelə-, gʷlē-, gʷel-2, gʷelə-, gʷlē-"
